index,artist,colors,convertedManaCost,flavorText,hasFoil,hasNonFoil,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,number,Price (Dollars),power,rarity,setCode,subtypes,text,toughness,types
31873,Ron Spencer,,3,Amidst the darkest ashes grow the strongest seeds.,1,1,,{3},3,31aaabfd-1f75-560f-bbd8-adb857509b09,447366,Crucible of Worlds,229,$39.91 ,,mythic,M19,,You may play lands from your graveyard.,,Artifact
31874,Dimitar Marinski,,3,"The grave robbers were startled, for the door to the mausoleum was already open.",1,1,,{3},3,c30ca43d-6ef6-59af-abe1-00590dd01237,447367,Desecrated Tomb,230,$0.64 ,,rare,M19,,"Whenever one or more creature cards leave your graveyard, create a 1/1 black Bat creature token with flying.",,Artifact
31875,Alayna Danner,,2,"When it passes, rainbows follow.",1,1,,{2},2,f19ad19f-fac8-5715-bd9f-b2070587c8a5,447368,Diamond Mare,231,$0.09 ,1,uncommon,M19,Horse,"As Diamond Mare enters the battlefield, choose a color.
Whenever you cast a spell of the chosen color, you gain 1 life.",3,"Artifact,Creature"
31876,Adam Paquette,,3,,1,1,,{3},3,670ea7ee-c3b5-5656-a6d3-4c68d6b7a58b,447369,Dragon's Hoard,232,$0.83 ,,rare,M19,,"Whenever a Dragon enters the battlefield under your control, put a gold counter on Dragon's Hoard.
{T}, Remove a gold counter from Dragon's Hoard: Draw a card.
{T}: Add one mana of any color.",,Artifact
31877,Lindsey Look,,1,"""Souls are volatile things. When compressed and loaded into a handheld device, their destructive potential is quite impressive.""
—Dierk, geistmage",1,1,,{1},1,611f0866-2df4-552a-97e9-f473f0a71d52,447370,Explosive Apparatus,233,$0.01 ,,common,M19,,"{3}, {T}, Sacrifice Explosive Apparatus: It deals 2 damage to any target.",,Artifact
31878,Anthony Palumbo,,2,"As it walks across the fallow field, its awkward, loping gait matches the rattling in its head to create a haunting rhythm that chills the bones.",1,1,,{2},2,6597e979-d04d-56bf-93a3-83f20efb4f93,447371,Field Creeper,234,$0.06 ,2,common,M19,Scarecrow,,1,"Artifact,Creature"
31879,Adam Paquette,,1,"Entrepreneurs have attempted to sell the water, but to no avail. Whatever magic it contains disappears upon bottling.",1,1,,{1},1,aa76a4ff-685f-56ae-85b2-b2cc51303a72,447372,Fountain of Renewal,235,$0.58 ,,uncommon,M19,,"At the beginning of your upkeep, you gain 1 life.
{3}, Sacrifice Fountain of Renewal: Draw a card.",,Artifact
31880,Drew Baker,,3,"""Do not mistake a quiet rampart for one that is unguarded. Some things stir only when they need to.""
—Bonovar, siege commander",1,1,,{3},3,64f6c59d-e747-500d-a7e1-679b81e407d6,447373,Gargoyle Sentinel,236,$0.01 ,3,uncommon,M19,Gargoyle,"Defender (This creature can't attack.)
{3}: Until end of turn, Gargoyle Sentinel loses defender and gains flying.",3,"Artifact,Creature"
31881,Deruchenko Alexander,,5,"Made in its creator's image, though slightly more clangy.",1,1,,{5},5,d86cfdfb-0f66-5b51-9e53-31d5fd22b21e,447374,Gearsmith Guardian,237,$0.01 ,3,common,M19,Construct,Gearsmith Guardian gets +2/+0 as long as you control a blue creature.,5,"Artifact,Creature"
31882,Adam Rex,,3,,1,1,,{3},3,a94026d4-9d89-50e1-85f2-b5306fb1a0da,447375,Magistrate's Scepter,238,$0.31 ,,rare,M19,,"{4}, {T}: Put a charge counter on Magistrate's Scepter.
{T}, Remove three charge counters from Magistrate's Scepter: Take an extra turn after this one.",,Artifact
31883,Ryan Yee,,3,"Planeswalkers seek out great monuments throughout the Multiverse, knowing that their builders were unwittingly drawn by the convergence of mana in the area.",1,1,,{3},3,f6bca956-409b-5eb3-843e-660702325ee9,447376,Manalith,239,$0.12 ,,common,M19,,{T}: Add one mana of any color.,,Artifact
31884,Mitchell Malloy,,2,A sharp axe solves most problems.,1,1,,{2},2,cecf6d3e-6ecc-5433-b662-ef1ee7a62bf9,447377,Marauder's Axe,240,$0.01 ,,common,M19,Equipment,"Equipped creature gets +2/+0.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact
31885,Lake Hurwitz,,7,The impact sent the soldiers scattering—then something came out of the crater.,1,1,,{7},7,6df0b374-6ad1-5d3f-9d98-ac75f9da2734,447378,Meteor Golem,241,$0.10 ,3,uncommon,M19,Golem,"When Meteor Golem enters the battlefield, destroy target nonland permanent an opponent controls.",3,"Artifact,Creature"
31886,Yeong-Hao Han,,2,"Minds, like mountains, are never so grand and mighty that they can't be reduced to dust.",1,1,,{2},2,279809a2-74a2-5e64-b4d4-f4a9f18f01ae,447379,Millstone,242,$0.10 ,,uncommon,M19,,"{2}, {T}: Target player mills two cards.",,Artifact
31887,Cyril Van Der Haegen,,2,"Thievery requires subtlety, from the beginning of the heist to the end.",1,1,,{2},2,3fe40bd6-4693-5c76-89e7-914f737c70bf,447380,Rogue's Gloves,243,$0.26 ,,uncommon,M19,Equipment,"Whenever equipped creature deals combat damage to a player, you may draw a card.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact
31888,John Stanko,,3,,1,1,,{3},3,dfada566-4c61-5403-97e4-077c26b7bf2f,447381,Sigiled Sword of Valeron,244,$0.82 ,,rare,M19,Equipment,"Equipped creature gets +2/+0, has vigilance, and is a Knight in addition to its other types.
Whenever equipped creature attacks, create a 2/2 white Knight creature token with vigilance that's attacking.
Equip {3}",,Artifact
31889,Adam Paquette,,3,"The municipal senate makes extensive use of the thopters, mostly to gather dirt on rival senators.",1,1,,{3},3,ea76a6b7-502e-55b3-8ba0-ca4a812061f7,447382,Skyscanner,245,$0.07 ,1,common,M19,Thopter,"Flying
When Skyscanner enters the battlefield, draw a card.",1,"Artifact,Creature"
31890,Anastasia Ovchinnikova,,2,"All the books were dusty with disuse, save the one titled *Camouflage and Its Practical Applications*.",1,1,,{2},2,4b879948-1ce4-507a-b1b5-75e242f123b2,447383,Suspicious Bookcase,246,$0.22 ,0,uncommon,M19,Wall,"Defender (This creature can't attack.)
{3}, {T}: Target creature can't be blocked this turn.",4,"Artifact,Creature"
31891,Aaron Miller,,3,,1,1,,{3},3,043d55a8-4518-5d00-9683-5c0fabfe2150,447384,Transmogrifying Wand,247,$0.24 ,,rare,M19,,"Transmogrifying Wand enters the battlefield with three charge counters on it.
{1}, {T}, Remove a charge counter from Transmogrifying Wand: Destroy target creature. Its controller creates a 2/4 white Ox creature token. Activate only as a sorcery.",,Artifact
31892,Titus Lunter,,0,"""I do as I choose with what is mine. And it is all mine.""
—Nicol Bolas",1,1,,,0,d4163b20-1441-525d-8f62-4283f4269dea,447385,Cinder Barrens,248,$0.12 ,,common,M19,,"Cinder Barrens enters the battlefield tapped.
{T}: Add {B} or {R}.",,Land
31893,Adam Paquette,,0,Its light exposes enemies and lays secrets bare.,1,1,,,0,0b7a8872-753e-558c-9738-9988e88af3f2,447386,Detection Tower,249,$0.98 ,,rare,M19,,"{T}: Add {C}.
{1}, {T}: Until end of turn, your opponents and creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.",,Land
31894,Vincent Proce,,0,"""Prayers will curdle on the tongue and be heard by rotting ears.""
—Minaldra, the Vizag Atum",1,1,,,0,8edcbcd4-24cc-580d-a55a-d98fcfdd21ac,447387,Forsaken Sanctuary,250,$0.11 ,,common,M19,,"Forsaken Sanctuary enters the battlefield tapped.
{T}: Add {W} or {B}.",,Land
31895,Yeong-Hao Han,,0,"The stench of rotting meat lures flies, goblins, and young raptors.",1,1,,,0,13da86fc-9e52-5b6c-ab54-32dc8c6ab9fd,447388,Foul Orchard,251,$0.09 ,,common,M19,,"Foul Orchard enters the battlefield tapped.
{T}: Add {B} or {G}.",,Land
31896,Noah Bradley,,0,"""A place like this makes me wonder if there's more to life than blood and treasure . . . Nah.""
—Boyl Bucksalt, Storm Fleet swab",1,1,,,0,a81bd1fc-00f2-5f50-8299-2dcea25fa996,447389,Highland Lake,252,$0.10 ,,common,M19,,"Highland Lake enters the battlefield tapped.
{T}: Add {U} or {R}.",,Land
31897,Cliff Childs,,0,The river split into many channels as it flowed to the Halimar Sea. Few travelers could follow the same one twice.,1,1,,,0,3f7ef757-aece-57a2-aa8d-66d6e87514ff,447390,Meandering River,253,$0.09 ,,common,M19,,"Meandering River enters the battlefield tapped.
{T}: Add {W} or {U}.",,Land
31898,Jesper Ejsing,,0,The most holy treasures are kept far from unclean soil.,1,1,,,0,a6cd036c-bcac-5055-bb04-58d278ce8c44,447391,Reliquary Tower,254,$3.77 ,,uncommon,M19,,"You have no maximum hand size.
{T}: Add {C}.",,Land
31899,Jaime Jones,,0,,1,1,,,0,b401a2d2-4f71-5e97-a77c-10321d0823d2,447392,Rupture Spire,255,$0.14 ,,uncommon,M19,,"Rupture Spire enters the battlefield tapped.
When Rupture Spire enters the battlefield, sacrifice it unless you pay {1}.
{T}: Add one mana of any color.",,Land
31900,Efflam Mercier,,0,The bedrock has many gifts to give.,1,1,,,0,233bb394-ecbe-5ccc-9c00-d9eb5562c814,447393,Stone Quarry,256,$0.05 ,,common,M19,,"Stone Quarry enters the battlefield tapped.
{T}: Add {R} or {W}.",,Land
31901,Cliff Childs,,0,"""Long after the land has given up the last of its secrets, there will still be mysteries in the depths of the sea.""
—Kiora",1,1,,,0,15ca27db-9737-563a-8106-0595c9da0950,447394,Submerged Boneyard,257,$0.15 ,,common,M19,,"Submerged Boneyard enters the battlefield tapped.
{T}: Add {U} or {B}.",,Land
31902,Cliff Childs,,0,"Tazeem's embrace is harsh, but for those that call it home, nothing else will do.",1,1,,,0,6e184e6b-449c-57e5-9416-c660f902620a,447395,Timber Gorge,258,$0.11 ,,common,M19,,"Timber Gorge enters the battlefield tapped.
{T}: Add {R} or {G}.",,Land
31903,Sam Burley,,0,Beyond the chaos of Ghirapur lies a vibrant world where aether flows through nature.,1,1,,,0,8b837a3b-40c6-529c-aebc-d4164cdb75dd,447396,Tranquil Expanse,259,$0.14 ,,common,M19,,"Tranquil Expanse enters the battlefield tapped.
{T}: Add {G} or {W}.",,Land
31904,Efflam Mercier,,0,Waterways carve their routes through the land to reflect the paths the aether streams cut through the clouds.,1,1,,,0,7f5c9dfb-de3b-5e95-8b89-134238b9d5c6,447397,Woodland Stream,260,$0.08 ,,common,M19,,"Woodland Stream enters the battlefield tapped.
{T}: Add {G} or {U}.",,Land
31905,John Avon,,0,,1,1,,,0,a70001b0-cce1-58f1-936b-fcddea69fa02,447398,Plains,261,$0.09 ,,common,M19,Plains,({T}: Add {W}.),,Land
31906,Zoltan Boros & Gabor Szikszai,,0,,1,1,,,0,4ce1db65-0f19-53e6-a6d6-9eb59bb70856,447399,Plains,262,$0.07 ,,common,M19,Plains,({T}: Add {W}.),,Land
31907,Nils Hamm,,0,,1,1,,,0,2e7637fb-34cc-5a89-b2f1-89f15c1b9e16,447400,Plains,263,$0.07 ,,common,M19,Plains,({T}: Add {W}.),,Land
31908,Andreas Rocha,,0,,1,1,,,0,1beef3bc-4890-5dcb-b08f-a124e948a7e4,447401,Plains,264,$0.07 ,,common,M19,Plains,({T}: Add {W}.),,Land
31909,Cliff Childs,,0,,1,1,,,0,59d397e3-68cc-5bea-a251-5c12d0d30859,447402,Island,265,$0.09 ,,common,M19,Island,({T}: Add {U}.),,Land
31910,Chippy,,0,,1,1,,,0,253ee3c5-40e6-5c6b-85c7-46360a72589b,447403,Island,266,$0.15 ,,common,M19,Island,({T}: Add {U}.),,Land
31911,Jonas De Ro,,0,,1,1,,,0,a45e768a-32a2-5f10-b3ca-49eb61beac1d,447404,Island,267,$0.11 ,,common,M19,Island,({T}: Add {U}.),,Land
31912,Andreas Rocha,,0,,1,1,,,0,572711e9-3656-5701-96d4-8b374d2e0bfb,447405,Island,268,$0.08 ,,common,M19,Island,({T}: Add {U}.),,Land
31913,Mike Bierek,,0,,1,1,,,0,6cac24b2-0b29-5e26-8a64-60e21d730ce2,447406,Swamp,269,$0.12 ,,common,M19,Swamp,({T}: Add {B}.),,Land
31914,Cliff Childs,,0,,1,1,,,0,0dc20d0f-b11f-568d-948c-92c41939a8ed,447407,Swamp,270,$0.08 ,,common,M19,Swamp,({T}: Add {B}.),,Land
31915,Christine Choi,,0,,1,1,,,0,38c15915-bb72-5711-b714-cafe7ed13095,447408,Swamp,271,$0.12 ,,common,M19,Swamp,({T}: Add {B}.),,Land
31916,Mark Poole,,0,,1,1,,,0,b489c9ca-44fe-595b-8727-2d5211c7ad26,447409,Swamp,272,$0.14 ,,common,M19,Swamp,({T}: Add {B}.),,Land
31917,Noah Bradley,,0,,1,1,,,0,45f4bf5e-7e60-5fe3-af68-b8c310da0284,447410,Mountain,273,$0.08 ,,common,M19,Mountain,({T}: Add {R}.),,Land
31918,Cliff Childs,,0,,1,1,,,0,658c56d6-d302-509c-ba0f-60f66eae88c4,447411,Mountain,274,$0.09 ,,common,M19,Mountain,({T}: Add {R}.),,Land
31919,Jonas De Ro,,0,,1,1,,,0,d0a51e79-8959-5b67-afde-f5228e35f489,447412,Mountain,275,$0.17 ,,common,M19,Mountain,({T}: Add {R}.),,Land
31920,Andreas Rocha,,0,,1,1,,,0,9054f682-1b20-5554-8af4-b9737dd69916,447413,Mountain,276,$0.08 ,,common,M19,Mountain,({T}: Add {R}.),,Land
31921,Volkan Baǵa,,0,,1,1,,,0,00f61f45-9c52-53f2-b9fa-072fdd5c96e5,447414,Forest,277,$0.29 ,,common,M19,Forest,({T}: Add {G}.),,Land
31922,Steven Belledin,,0,,1,1,,,0,bcd0301c-205f-58b2-a570-08db23eb736b,447415,Forest,278,$0.10 ,,common,M19,Forest,({T}: Add {G}.),,Land
31923,Jonas De Ro,,0,,1,1,,,0,db12799e-e66f-590e-bc06-bdaf99298a8c,447416,Forest,279,$0.07 ,,common,M19,Forest,({T}: Add {G}.),,Land
31924,Adam Paquette,,0,,1,1,,,0,21a33334-f36f-5cd6-9133-13053883b99d,447417,Forest,280,$0.11 ,,common,M19,Forest,({T}: Add {G}.),,Land
31925,Eric Deschamps,W,5,,1,0,5,{3}{W}{W},5,d965f3d4-caff-5b18-ab7a-9870c4019024,450228,"Ajani, Wise Counselor",281,$6.23 ,,mythic,M19,Ajani,"[+2]: You gain 1 life for each creature you control.
[−3]: Creatures you control get +2/+2 until end of turn.
[−9]: Put X +1/+1 counters on target creature, where X is your life total.",,Planeswalker
31926,Sidharth Chaturvedi,W,4,,0,1,,{2}{W}{W},4,08e2596a-d6fc-50d0-9806-4741905395c9,450229,Ajani's Influence,282,$0.38 ,,rare,M19,,"Put two +1/+1 counters on target creature.
Look at the top five cards of your library. You may reveal a white card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,Sorcery
31927,Mark Behm,W,1,"""The healers of Bant are second to none. I owe then a great deal for their tutelage.""
—Ajani Goldmane",0,1,,{W},1,bbd98b07-0d36-5215-b89a-b164274f8ee2,450230,Court Cleric,283,$0.19 ,1,uncommon,M19,"Human,Cleric","Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Court Cleric gets +1/+1 as long as you control an Ajani planeswalker.",1,Creature
31928,Magali Villeneuve,W,6,She watches over the city just as Serra watches over all.,0,1,,{4}{W}{W},6,5c05eca7-960e-52e9-b970-e1b60bf5d6ff,450231,Serra's Guardian,284,$0.26 ,5,rare,M19,Angel,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Vigilance (Attacking doesn't cause this creature to tap.)
Other creatures you control have vigilance.",5,Creature
31929,Viktor Titov,W,2,A pair of domesticated griffins escaped from captivity a century ago. Now the skies are filled with the songs of their descendants.,0,1,,{W}{W},2,3ed1ef92-8799-56da-8797-f205c4e0f427,450232,Silverbeak Griffin,285,$0.20 ,2,common,M19,Griffin,Flying (This creature can't be blocked except by creatures with flying or reach.),2,Creature
31930,Zack Stella,U,6,,1,0,4,{4}{U}{U},6,0f2256ac-a7c5-519f-b936-68e78c52fc1b,450233,"Tezzeret, Cruel Machinist",286,$1.42 ,,mythic,M19,Tezzeret,"[+1]: Draw a card.
[0]: Until your next turn, target artifact you control becomes a 5/5 creature in addition to its other types.
[−7]: Put any number of cards from your hand onto the battlefield face down. They're 5/5 artifact creatures.",,Planeswalker
31931,Ryan Yee,U,6,"""Safe passage requires only a simple answer to a simple question, traveler.""",0,1,,{4}{U}{U},6,ac661a8d-986e-592b-9efd-b4541dcd05d9,450234,Riddlemaster Sphinx,287,$0.14 ,5,rare,M19,Sphinx,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Riddlemaster Sphinx enters the battlefield, you may return target creature an opponent controls to its owner's hand.",5,Creature
31932,Raoul Vitale,,2,Its elaborate designs reveal secrets of aether's flow.,0,1,,{2},2,bc4211e2-0d42-526f-ade8-9e897a8d7c82,450235,Pendulum of Patterns,288,$0.12 ,,common,M19,,"When Pendulum of Patterns enters the battlefield, you gain 3 life.
{5}, {T}, Sacrifice Pendulum of Patterns: Draw a card.",,Artifact
31933,Mathias Kollros,,4,,0,1,,{4},4,dd0bd9bb-37ef-5204-a599-d3c3d954f833,450236,Tezzeret's Gatebreaker,289,$0.14 ,,rare,M19,,"When Tezzeret's Gatebreaker enters the battlefield, look at the top five cards of your library. You may reveal a blue or artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
{5}{U}, {T}, Sacrifice Tezzeret's Gatebreaker: Creatures you control can't be blocked this turn.",,Artifact
31934,Zack Stella,,3,"""More obedient than any dog.""
—Tezzeret",0,1,,{3},3,072ffb45-6c5f-5217-9f50-09148f48d210,450237,Tezzeret's Strider,290,$0.23 ,3,uncommon,M19,Golem,"As long as you control a Tezzeret planeswalker, Tezzeret's Strider has menace. (It can't be blocked except by two or more creatures.)",1,"Artifact,Creature"
31935,Livia Prima,B,5,,1,0,4,{3}{B}{B},5,624c2115-4c92-5b5c-a663-527630360a23,450238,"Liliana, the Necromancer",291,$11.65 ,,mythic,M19,Liliana,"[+1]: Target player loses 2 life.
[−1]: Return target creature card from your graveyard to your hand.
[−7]: Destroy up to two target creatures. Put up to two creature cards from graveyards onto the battlefield under your control.",,Planeswalker
31936,Livia Prima,B,3,"""I'm not picky about what comes up, but the less decay, the better.""
—Liliana Vess",0,1,,{1}{B}{B},3,7de766e7-5a91-5bba-9402-d2de33590b79,450239,Arisen Gorgon,292,$0.34 ,3,uncommon,M19,"Zombie,Gorgon",Arisen Gorgon has deathtouch as long as you control a Liliana planeswalker. (Any amount of damage this deals to a creature is enough to destroy it.),3,Creature
31937,Daniel Ljunggren,B,6,Once every seven years it flies on spectral wings over the moors of ancient battlefields.,0,1,,{4}{B}{B},6,4a1052a8-0ce9-5b26-ae54-b76777a11acb,450240,Gravewaker,293,$0.11 ,5,rare,M19,"Bird,Spirit","Flying (This creature can't be blocked except by creatures with flying or reach.)
{5}{B}{B}: Return target creature card from your graveyard to the battlefield tapped.",5,Creature
31938,Tyler Jacobson,B,4,,0,1,,{3}{B},4,57d2c4ef-1aa2-59c1-8c84-24d666c067a4,450241,Liliana's Spoils,294,$0.28 ,,rare,M19,,"Target opponent discards a card.
Look at the top five cards of your library. You may reveal a black card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,Sorcery
31939,Slawomir Maniak,B,2,The dead who wander beyond the safety of the city of Naktamun crave only to spread their curse.,0,1,,{1}{B},2,c33e491f-e455-5c8d-99c1-5bc59728d991,450242,Tattered Mummy,295,$0.20 ,1,common,M19,"Zombie,Jackal","When Tattered Mummy dies, each opponent loses 2 life.",2,Creature
