cn,artist,cardindex,colors,convertedManaCost,flavor_text,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,power,Price (Dollars),rarity,rules_text,setCode,subtypes,toughness,types
257,Cliff Childs,31901,,0,"""Long after the land has given up the last of its secrets, there will still be mysteries in the depths of the sea.""
â€”Kiora",,,0,15ca27db-9737-563a-8106-0595c9da0950,447394,Submerged Boneyard,,0.15,common,"Submerged Boneyard enters the battlefield tapped.
{T}: Add {U} or {B}.",M19,,,Land
258,Cliff Childs,31902,,0,"Tazeem's embrace is harsh, but for those that call it home, nothing else will do.",,,0,6e184e6b-449c-57e5-9416-c660f902620a,447395,Timber Gorge,,0.11,common,"Timber Gorge enters the battlefield tapped.
{T}: Add {R} or {G}.",M19,,,Land
259,Sam Burley,31903,,0,Beyond the chaos of Ghirapur lies a vibrant world where aether flows through nature.,,,0,8b837a3b-40c6-529c-aebc-d4164cdb75dd,447396,Tranquil Expanse,,0.14,common,"Tranquil Expanse enters the battlefield tapped.
{T}: Add {G} or {W}.",M19,,,Land
260,Efflam Mercier,31904,,0,Waterways carve their routes through the land to reflect the paths the aether streams cut through the clouds.,,,0,7f5c9dfb-de3b-5e95-8b89-134238b9d5c6,447397,Woodland Stream,,0.08,common,"Woodland Stream enters the battlefield tapped.
{T}: Add {G} or {U}.",M19,,,Land
261,John Avon,31905,,0,,,,0,a70001b0-cce1-58f1-936b-fcddea69fa02,447398,Plains,,0.09,common,({T}: Add {W}.),M19,Plains,,Land
262,Zoltan Boros & Gabor Szikszai,31906,,0,,,,0,4ce1db65-0f19-53e6-a6d6-9eb59bb70856,447399,Plains,,0.07,common,({T}: Add {W}.),M19,Plains,,Land
263,Nils Hamm,31907,,0,,,,0,2e7637fb-34cc-5a89-b2f1-89f15c1b9e16,447400,Plains,,0.07,common,({T}: Add {W}.),M19,Plains,,Land
264,Andreas Rocha,31908,,0,,,,0,1beef3bc-4890-5dcb-b08f-a124e948a7e4,447401,Plains,,0.07,common,({T}: Add {W}.),M19,Plains,,Land
265,Cliff Childs,31909,,0,,,,0,59d397e3-68cc-5bea-a251-5c12d0d30859,447402,Island,,0.09,common,({T}: Add {U}.),M19,Island,,Land
266,Chippy,31910,,0,,,,0,253ee3c5-40e6-5c6b-85c7-46360a72589b,447403,Island,,0.15,common,({T}: Add {U}.),M19,Island,,Land
267,Jonas De Ro,31911,,0,,,,0,a45e768a-32a2-5f10-b3ca-49eb61beac1d,447404,Island,,0.11,common,({T}: Add {U}.),M19,Island,,Land
268,Andreas Rocha,31912,,0,,,,0,572711e9-3656-5701-96d4-8b374d2e0bfb,447405,Island,,0.08,common,({T}: Add {U}.),M19,Island,,Land
269,Mike Bierek,31913,,0,,,,0,6cac24b2-0b29-5e26-8a64-60e21d730ce2,447406,Swamp,,0.12,common,({T}: Add {B}.),M19,Swamp,,Land
270,Cliff Childs,31914,,0,,,,0,0dc20d0f-b11f-568d-948c-92c41939a8ed,447407,Swamp,,0.08,common,({T}: Add {B}.),M19,Swamp,,Land
271,Christine Choi,31915,,0,,,,0,38c15915-bb72-5711-b714-cafe7ed13095,447408,Swamp,,0.12,common,({T}: Add {B}.),M19,Swamp,,Land
272,Mark Poole,31916,,0,,,,0,b489c9ca-44fe-595b-8727-2d5211c7ad26,447409,Swamp,,0.14,common,({T}: Add {B}.),M19,Swamp,,Land
273,Noah Bradley,31917,,0,,,,0,45f4bf5e-7e60-5fe3-af68-b8c310da0284,447410,Mountain,,0.08,common,({T}: Add {R}.),M19,Mountain,,Land
274,Cliff Childs,31918,,0,,,,0,658c56d6-d302-509c-ba0f-60f66eae88c4,447411,Mountain,,0.09,common,({T}: Add {R}.),M19,Mountain,,Land
275,Jonas De Ro,31919,,0,,,,0,d0a51e79-8959-5b67-afde-f5228e35f489,447412,Mountain,,0.17,common,({T}: Add {R}.),M19,Mountain,,Land
276,Andreas Rocha,31920,,0,,,,0,9054f682-1b20-5554-8af4-b9737dd69916,447413,Mountain,,0.08,common,({T}: Add {R}.),M19,Mountain,,Land
277,Volkan BaÇµa,31921,,0,,,,0,00f61f45-9c52-53f2-b9fa-072fdd5c96e5,447414,Forest,,0.29,common,({T}: Add {G}.),M19,Forest,,Land
278,Steven Belledin,31922,,0,,,,0,bcd0301c-205f-58b2-a570-08db23eb736b,447415,Forest,,0.10,common,({T}: Add {G}.),M19,Forest,,Land
279,Jonas De Ro,31923,,0,,,,0,db12799e-e66f-590e-bc06-bdaf99298a8c,447416,Forest,,0.07,common,({T}: Add {G}.),M19,Forest,,Land
280,Adam Paquette,31924,,0,,,,0,21a33334-f36f-5cd6-9133-13053883b99d,447417,Forest,,0.11,common,({T}: Add {G}.),M19,Forest,,Land
281,Eric Deschamps,31925,W,5,,5,{3}{W}{W},5,d965f3d4-caff-5b18-ab7a-9870c4019024,450228,"Ajani, Wise Counselor",,6.23,mythic,"[+2]: You gain 1 life for each creature you control.
[âˆ’3]: Creatures you control get +2/+2 until end of turn.
[âˆ’9]: Put X +1/+1 counters on target creature, where X is your life total.",M19,Ajani,,Planeswalker
282,Sidharth Chaturvedi,31926,W,4,,,{2}{W}{W},4,08e2596a-d6fc-50d0-9806-4741905395c9,450229,Ajani's Influence,,0.38,rare,"Put two +1/+1 counters on target creature.
Look at the top five cards of your library. You may reveal a white card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",M19,,,Sorcery
283,Mark Behm,31927,W,1,"""The healers of Bant are second to none. I owe then a great deal for their tutelage.""
â€”Ajani Goldmane",,{W},1,bbd98b07-0d36-5215-b89a-b164274f8ee2,450230,Court Cleric,1,0.19,uncommon,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Court Cleric gets +1/+1 as long as you control an Ajani planeswalker.",M19,"Human,Cleric",1,Creature
284,Magali Villeneuve,31928,W,6,She watches over the city just as Serra watches over all.,,{4}{W}{W},6,5c05eca7-960e-52e9-b970-e1b60bf5d6ff,450231,Serra's Guardian,5,0.26,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Vigilance (Attacking doesn't cause this creature to tap.)
Other creatures you control have vigilance.",M19,Angel,5,Creature
285,Viktor Titov,31929,W,2,A pair of domesticated griffins escaped from captivity a century ago. Now the skies are filled with the songs of their descendants.,,{W}{W},2,3ed1ef92-8799-56da-8797-f205c4e0f427,450232,Silverbeak Griffin,2,0.20,common,Flying (This creature can't be blocked except by creatures with flying or reach.),M19,Griffin,2,Creature
286,Zack Stella,31930,U,6,,4,{4}{U}{U},6,0f2256ac-a7c5-519f-b936-68e78c52fc1b,450233,"Tezzeret, Cruel Machinist",,1.42,mythic,"[+1]: Draw a card.
[0]: Until your next turn, target artifact you control becomes a 5/5 creature in addition to its other types.
[âˆ’7]: Put any number of cards from your hand onto the battlefield face down. They're 5/5 artifact creatures.",M19,Tezzeret,,Planeswalker
287,Ryan Yee,31931,U,6,"""Safe passage requires only a simple answer to a simple question, traveler.""",,{4}{U}{U},6,ac661a8d-986e-592b-9efd-b4541dcd05d9,450234,Riddlemaster Sphinx,5,0.14,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Riddlemaster Sphinx enters the battlefield, you may return target creature an opponent controls to its owner's hand.",M19,Sphinx,5,Creature
288,Raoul Vitale,31932,,2,Its elaborate designs reveal secrets of aether's flow.,,{2},2,bc4211e2-0d42-526f-ade8-9e897a8d7c82,450235,Pendulum of Patterns,,0.12,common,"When Pendulum of Patterns enters the battlefield, you gain 3 life.
{5}, {T}, Sacrifice Pendulum of Patterns: Draw a card.",M19,,,Artifact
289,Mathias Kollros,31933,,4,,,{4},4,dd0bd9bb-37ef-5204-a599-d3c3d954f833,450236,Tezzeret's Gatebreaker,,0.14,rare,"When Tezzeret's Gatebreaker enters the battlefield, look at the top five cards of your library. You may reveal a blue or artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
{5}{U}, {T}, Sacrifice Tezzeret's Gatebreaker: Creatures you control can't be blocked this turn.",M19,,,Artifact
290,Zack Stella,31934,,3,"""More obedient than any dog.""
â€”Tezzeret",,{3},3,072ffb45-6c5f-5217-9f50-09148f48d210,450237,Tezzeret's Strider,3,0.23,uncommon,"As long as you control a Tezzeret planeswalker, Tezzeret's Strider has menace. (It can't be blocked except by two or more creatures.)",M19,Golem,1,"Artifact,Creature"
291,Livia Prima,31935,B,5,,4,{3}{B}{B},5,624c2115-4c92-5b5c-a663-527630360a23,450238,"Liliana, the Necromancer",,11.65,mythic,"[+1]: Target player loses 2 life.
[âˆ’1]: Return target creature card from your graveyard to your hand.
[âˆ’7]: Destroy up to two target creatures. Put up to two creature cards from graveyards onto the battlefield under your control.",M19,Liliana,,Planeswalker
292,Livia Prima,31936,B,3,"""I'm not picky about what comes up, but the less decay, the better.""
â€”Liliana Vess",,{1}{B}{B},3,7de766e7-5a91-5bba-9402-d2de33590b79,450239,Arisen Gorgon,3,0.34,uncommon,Arisen Gorgon has deathtouch as long as you control a Liliana planeswalker. (Any amount of damage this deals to a creature is enough to destroy it.),M19,"Zombie,Gorgon",3,Creature
293,Daniel Ljunggren,31937,B,6,Once every seven years it flies on spectral wings over the moors of ancient battlefields.,,{4}{B}{B},6,4a1052a8-0ce9-5b26-ae54-b76777a11acb,450240,Gravewaker,5,0.11,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{5}{B}{B}: Return target creature card from your graveyard to the battlefield tapped.",M19,"Bird,Spirit",5,Creature
294,Tyler Jacobson,31938,B,4,,,{3}{B},4,57d2c4ef-1aa2-59c1-8c84-24d666c067a4,450241,Liliana's Spoils,,0.28,rare,"Target opponent discards a card.
Look at the top five cards of your library. You may reveal a black card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",M19,,,Sorcery
295,Slawomir Maniak,31939,B,2,The dead who wander beyond the safety of the city of Naktamun crave only to spread their curse.,,{1}{B},2,c33e491f-e455-5c8d-99c1-5bc59728d991,450242,Tattered Mummy,1,0.20,common,"When Tattered Mummy dies, each opponent loses 2 life.",M19,"Zombie,Jackal",2,Creature
296,Yongjae Choi,31940,R,6,,5,{4}{R}{R},6,0e1502d5-8bc0-5404-8029-0376e8b4b35a,450243,"Sarkhan, Dragonsoul",,24.52,mythic,"[+2]: Sarkhan, Dragonsoul deals 1 damage to each opponent and each creature your opponents control.
[âˆ’3]: Sarkhan, Dragonsoul deals 4 damage to target player or planeswalker.
[âˆ’9]: Search your library for any number of Dragon creature cards, put them onto the battlefield, then shuffle.",M19,Sarkhan,,Planeswalker
297,Greg Opalinski,31941,R,2,"""Only those who give the dragons the respect they deserve may bear our title.""",,{1}{R},2,b4e2e9ba-c1cc-5109-8f61-ca6673d98a75,450244,Kargan Dragonrider,2,0.19,common,"As long as you control a Dragon, Kargan Dragonrider has flying. (It can't be blocked except by creatures with flying or reach.)",M19,"Human,Warrior",2,Creature
298,Daarken,31942,R,5,"""I am most myself when I am least human.""",,{3}{R}{R},5,d7340784-767b-513d-a431-9924278e9bbd,450245,Sarkhan's Dragonfire,,0.25,rare,"Sarkhan's Dragonfire deals 3 damage to any target.
Look at the top five cards of your library. You may reveal a red card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",M19,,,Sorcery
299,Craig J Spearing,31943,R,3,,,{2}{R},3,7fa0cbe5-87d6-56e3-8e92-48e1004e1f0d,450246,Sarkhan's Whelp,2,1.33,uncommon,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever you activate an ability of a Sarkhan planeswalker, Sarkhan's Whelp deals 1 damage to any target.",M19,Dragon,2,Creature
300,Donato Giancola,31944,R,6,The undisputed master of the mountains of Shiv.,,{4}{R}{R},6,c57dbf6f-62ea-5a09-9b91-77c1003f6c6b,450247,Shivan Dragon,5,0.17,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{R}: Shivan Dragon gets +1/+0 until end of turn.",M19,Dragon,5,Creature
301,Magali Villeneuve,31945,G,6,,5,{4}{G}{G},6,bcc52082-b3f0-55f8-a62c-1028bc4b7b08,450248,Vivien of the Arkbow,,2.80,mythic,"[+2]: Put two +1/+1 counters on up to one target creature.
[âˆ’3]: Target creature you control deals damage equal to its power to target creature you don't control.
[âˆ’9]: Creatures you control get +4/+4 and gain trample until end of turn.",M19,Vivien,,Planeswalker
302,Filip Burburan,31946,G,6,"""Approach from behind. That way, if it does charge, at least you aren't in front of it.""
â€”Vivien Reid",,{3}{G}{G}{G},6,64bbdace-c966-5b6a-a841-695e88d4564f,450249,Aggressive Mammoth,8,0.80,rare,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other creatures you control have trample.",M19,Elephant,8,Creature
303,Lius Lasahido,31947,G,5,"""This imprint was the familiar of a friend.""
â€”Vivien Reid",,{3}{G}{G},5,5ea2ee06-d901-54fa-a4c9-822a0947cc99,450250,Skalla Wolf,3,1.17,rare,"When Skalla Wolf enters the battlefield, look at the top five cards of your library. You may reveal a green card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",M19,"Wolf,Spirit",3,Creature
304,Alex Konstad,31948,G,2,"""Would you rather feel the edge of blade or the sharpness of my fangs?""",,{1}{G},2,b05c630e-e8e4-5902-9399-913465f57a63,450251,Ursine Champion,2,0.21,common,{5}{G}: Ursine Champion gets +3/+3 and becomes a Bear Berserker until end of turn. Activate only once each turn.,M19,"Human,Berserker",2,Creature
305,Magali Villeneuve,31949,G,3,Each of Vivien's arrows is an invocation of a species.,,{2}{G},3,96b58a51-10fb-52ca-a1fb-ed314fa45fb1,450252,Vivien's Jaguar,3,0.22,uncommon,"Reach (This creature can block creatures with flying.)
{2}{G}: Return Vivien's Jaguar from your graveyard to your hand. Activate only if you control a Vivien planeswalker.",M19,"Cat,Spirit",2,Creature
306,Mike Bierek,31950,U,7,Sarkhan wandered into a tomb and back in time.,,{5}{U}{U},7,ab6d408f-63db-57b6-9382-586cbceade42,450253,Nexus of Fate,,26.65,mythic,"Take an extra turn after this one.
If Nexus of Fate would be put into a graveyard from anywhere, reveal Nexus of Fate and shuffle it into its owner's library instead.",M19,,,Instant
307,James Ryman,31951,W,2,"Just as the sun rises at dawn and the days lengthen in the summer, the Sun Empire has awakened after long years of quiet.",,{1}{W},2,c7cb5658-f4d1-533f-8d8b-a35c4fb86909,450254,Sun Sentinel,2,0.25,common,Vigilance (Attacking doesn't cause this creature to tap.),M19,"Human,Soldier",2,Creature
308,Tomasz Jedruszek,31952,U,5,"As the ship approached, the jade totem rose high overhead. Power rippled. Eyes of stone glowed and crackled. Out hissed a breath of the world, and a windstorm came alive.",,{3}{U}{U},5,95370332-5916-51f9-b4aa-9fbb8066d979,450255,Air Elemental,4,0.14,uncommon,Flying,M19,Elemental,4,Creature
309,Svetlin Velinov,31953,U,3,"""The trick to talking sense into Keldons is getting them to hold still.""",,{2}{U},3,774db6fe-a204-577e-b5ab-2ebeb2006793,450256,Befuddle,,0.19,common,"Target creature gets -4/-0 until end of turn.
Draw a card.",M19,,,Instant
310,Anthony Palumbo,31954,U,1,"With matchless stealth, the River Heralds fought a running battle against the three enemy forces.",,{U},1,511e687d-d716-5fa3-a63d-7ab93332187f,450257,Mist-Cloaked Herald,1,1.17,common,Mist-Cloaked Herald can't be blocked.,M19,"Merfolk,Warrior",1,Creature
311,Wayne Reynolds,31955,U,3,,,{1}{U}{U},3,1375e4a9-5906-5858-8d98-1866751dbefa,450258,Waterknot,,0.13,common,"Enchant creature
When Waterknot enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",M19,Aura,,Enchantment
312,Steve Prescott,31956,B,1,"""I can hear the plunder calling. It asks for me by name.""",,{B},1,0f3782c4-9ccc-5bad-947e-24c0b2a6b42a,450259,Grasping Scoundrel,1,0.25,common,Grasping Scoundrel gets +1/+0 as long as it's attacking.,M19,"Human,Pirate",1,Creature
313,Suzanne Helmigh,31957,R,4,"As the Cabal legions pushed into Shiv, they learned not to stand so close together.",,{3}{R},4,ac0d2f62-3d04-5dcd-b78d-8f880d316fb1,450260,Radiating Lightning,,0.30,common,Radiating Lightning deals 3 damage to target player and 1 damage to each creature that player controls.,M19,,,Instant
314,Chris Rahn,31958,G,1,"As patient and generous as life, as harsh and merciless as nature.",,{G},1,06a17c8e-4ca0-5455-bde5-7157065fdea1,450261,Llanowar Elves,1,0.73,common,{T}: Add {G}.,M19,"Elf,Druid",1,Creature
1,Dan Scott,31959,W,3,"""Oh, you must be mistaken. Hawks are solitary hunters, you see.""
â€”Bunder Diedreck, ornithologist",,{2}{W},3,956bfe6a-c5b5-5158-b62e-94d5fc81b696,466755,Aerial Assault,,0.02,common,Destroy target tapped creature. You gain 1 life for each creature you control with flying.,M20,,,Sorcery
2,Chris Rallis,31960,W,4,,5,{2}{W}{W},4,c1e51846-091d-53dc-8f69-9c44b0e0d477,466756,"Ajani, Strength of the Pride",,13.23,mythic,"[+1]: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.
[âˆ’2]: Create a 2/2 white Cat Soldier creature token named Ajani's Pridemate with ""Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.""
[0]: If you have at least 15 life more than your starting life total, exile Ajani, Strength of the Pride and each artifact and creature your opponents control.",M20,Ajani,,Planeswalker
3,Scott Murphy,31961,W,2,,,{1}{W},2,c0ee9b7d-d47d-5656-8cfd-a0b02b10972d,466757,Ancestral Blade,,0.03,uncommon,"When Ancestral Blade enters the battlefield, create a 1/1 white Soldier creature token, then attach Ancestral Blade to it.
Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",M20,Equipment,,Artifact
4,Johannes Voss,31962,W,3,,,{2}{W},3,fbed611f-bb97-5360-ace7-853b8c447e04,466758,Angel of Vitality,2,0.96,uncommon,"Flying
If you would gain life, you gain that much life plus 1 instead.
Angel of Vitality gets +2/+2 as long as you have 25 or more life.",M20,Angel,2,Creature
